order_id,client_id,restaurant_id,order_datetime,status,total_amount,payment_method,order_items,courier_name,delivery_assigned_time,delivery_actual_time,delivery_status,actual_delivery_address
2298,917,6,2026-04-10 10:57:35,готовится,805.1,GooglePay,"[{""dish_id"": 117, ""quantity"": 1, ""price_at_order"": 101.1}, {""dish_id"": 123, ""quantity"": 2, ""price_at_order"": 111.9}, {""dish_id"": 119, ""quantity"": 3, ""price_at_order"": 127.2}, {""dish_id"": 115, ""quantity"": 1, ""price_at_order"": 98.6}]",Куликов Януарий,2026-04-10 11:00:35,,в пути,
2299,110,2,2026-04-22 01:13:44,доставлен,495.9,СБП,"[{""dish_id"": 35, ""quantity"": 3, ""price_at_order"": 61.0}, {""dish_id"": 26, ""quantity"": 1, ""price_at_order"": 89.3}, {""dish_id"": 43, ""quantity"": 2, ""price_at_order"": 111.8}]",Марков Платон,2026-04-22 01:22:44,2026-04-22 01:39:44,выполнен,"д. Тарко-Сале, бул. Березовый, д. 9/2 к. 5, 666117"
2300,667,13,2026-05-06 08:01:35,доставлен,83.6,GooglePay,"[{""dish_id"": 248, ""quantity"": 2, ""price_at_order"": 41.8}]",Тетерин Елизавета,2026-05-06 08:10:35,2026-05-06 08:58:35,выполнен,
2301,775,11,2026-01-08 10:36:22,доставлен,678.5,Карта,"[{""dish_id"": 205, ""quantity"": 1, ""price_at_order"": 17.5}, {""dish_id"": 213, ""quantity"": 3, ""price_at_order"": 122.0}, {""dish_id"": 213, ""quantity"": 2, ""price_at_order"": 122.0}, {""dish_id"": 207, ""quantity"": 2, ""price_at_order"": 25.5}]",Шубина Ювеналий,2026-01-08 10:40:22,2026-01-08 11:46:22,выполнен,
2302,526,3,2026-02-01 22:42:41,принят,390.3,GooglePay,"[{""dish_id"": 45, ""quantity"": 1, ""price_at_order"": 101.7}, {""dish_id"": 53, ""quantity"": 1, ""price_at_order"": 63.4}, {""dish_id"": 61, ""quantity"": 2, ""price_at_order"": 112.6}]",Большаков Авдей,2026-02-01 22:48:41,,в пути,
2303,879,5,2026-02-27 08:51:11,доставлен,461.0,СБП,"[{""dish_id"": 89, ""quantity"": 2, ""price_at_order"": 128.1}, {""dish_id"": 95, ""quantity"": 1, ""price_at_order"": 51.2}, {""dish_id"": 95, ""quantity"": 3, ""price_at_order"": 51.2}]",Лаврентьева Рюрик,2026-02-27 08:53:11,2026-02-27 09:15:11,выполнен,"к. Торжок, наб. Сенная, д. 1 стр. 8, 957240"
2304,222,9,2025-12-16 09:44:52,принят,1113.6,Наличные,"[{""dish_id"": 167, ""quantity"": 3, ""price_at_order"": 67.4}, {""dish_id"": 173, ""quantity"": 2, ""price_at_order"": 130.9}, {""dish_id"": 173, ""quantity"": 2, ""price_at_order"": 130.9}, {""dish_id"": 172, ""quantity"": 1, ""price_at_order"": 76.7}, {""dish_id"": 177, ""quantity"": 3, ""price_at_order"": 103.7}]",Суворов Аристарх,2025-12-16 09:49:52,,выполнен,
2305,473,20,2026-01-17 05:10:37,принят,115.5,ApplePay,"[{""dish_id"": 395, ""quantity"": 3, ""price_at_order"": 38.5}]",Сергеев Михей,2026-01-17 05:18:37,,выполнен,
2306,771,16,2025-12-22 10:18:12,готовится,315.3,СБП,"[{""dish_id"": 317, ""quantity"": 3, ""price_at_order"": 27.9}, {""dish_id"": 320, ""quantity"": 2, ""price_at_order"": 115.8}]",Михеева Спиридон,2025-12-22 10:28:12,,выполнен,
2307,284,17,2026-05-26 20:11:20,доставлен,995.2,СБП,"[{""dish_id"": 333, ""quantity"": 3, ""price_at_order"": 128.5}, {""dish_id"": 329, ""quantity"": 2, ""price_at_order"": 108.1}, {""dish_id"": 333, ""quantity"": 2, ""price_at_order"": 128.5}, {""dish_id"": 343, ""quantity"": 1, ""price_at_order"": 136.5}]",Шарапов Вадим,2026-05-26 20:18:20,2026-05-26 21:13:20,выполнен,
2308,824,14,2026-03-06 18:23:20,доставлен,338.8,СБП,"[{""dish_id"": 275, ""quantity"": 3, ""price_at_order"": 31.4}, {""dish_id"": 273, ""quantity"": 1, ""price_at_order"": 111.1}, {""dish_id"": 272, ""quantity"": 3, ""price_at_order"": 44.5}]",Шубин Харитон,2026-03-06 18:25:20,2026-03-06 19:01:20,выполнен,"ст. Екатеринбург, наб. Свободы, д. 7/5 стр. 694, 251990"
2309,201,13,2025-12-25 23:21:18,доставлен,1001.4,Наличные,"[{""dish_id"": 252, ""quantity"": 3, ""price_at_order"": 98.5}, {""dish_id"": 246, ""quantity"": 3, ""price_at_order"": 117.0}, {""dish_id"": 245, ""quantity"": 3, ""price_at_order"": 53.4}, {""dish_id"": 256, ""quantity"": 3, ""price_at_order"": 64.9}]",Лебедев Всемил,2025-12-25 23:24:18,2025-12-26 00:19:18,выполнен,
2310,565,7,2026-05-26 01:41:56,доставлен,751.6,Карта,"[{""dish_id"": 141, ""quantity"": 2, ""price_at_order"": 105.0}, {""dish_id"": 136, ""quantity"": 1, ""price_at_order"": 105.6}, {""dish_id"": 128, ""quantity"": 2, ""price_at_order"": 99.8}, {""dish_id"": 131, ""quantity"": 1, ""price_at_order"": 36.8}, {""dish_id"": 128, ""quantity"": 2, ""price_at_order"": 99.8}]",Кононова Олимпий,2026-05-26 01:51:56,2026-05-26 02:34:56,выполнен,
2311,861,18,2026-01-24 00:47:56,доставлен,448.7,Карта,"[{""dish_id"": 351, ""quantity"": 1, ""price_at_order"": 118.5}, {""dish_id"": 360, ""quantity"": 2, ""price_at_order"": 27.2}, {""dish_id"": 363, ""quantity"": 2, ""price_at_order"": 137.9}]",Родионов Каллистрат,2026-01-24 00:51:56,2026-01-24 01:57:56,выполнен,
2312,93,13,2026-06-08 22:22:44,доставлен,64.9,GooglePay,"[{""dish_id"": 256, ""quantity"": 1, ""price_at_order"": 64.9}]",Федотова Всеволод,2026-06-08 22:24:44,2026-06-08 23:49:44,выполнен,
2313,124,10,2026-01-07 01:06:06,отменён,575.5,ApplePay,"[{""dish_id"": 197, ""quantity"": 1, ""price_at_order"": 62.2}, {""dish_id"": 199, ""quantity"": 1, ""price_at_order"": 59.3}, {""dish_id"": 181, ""quantity"": 3, ""price_at_order"": 65.2}, {""dish_id"": 201, ""quantity"": 1, ""price_at_order"": 54.7}, {""dish_id"": 186, ""quantity"": 3, ""price_at_order"": 67.9}]",,,,,"г. Тутончаны, пер. Фрунзе, д. 96 к. 63, 434482"
2314,300,15,2025-12-27 15:40:54,доставлен,647.6,Карта,"[{""dish_id"": 288, ""quantity"": 1, ""price_at_order"": 67.2}, {""dish_id"": 293, ""quantity"": 1, ""price_at_order"": 113.9}, {""dish_id"": 292, ""quantity"": 3, ""price_at_order"": 76.8}, {""dish_id"": 296, ""quantity"": 3, ""price_at_order"": 16.6}, {""dish_id"": 298, ""quantity"": 3, ""price_at_order"": 62.1}]",Трофимов Станимир,2025-12-27 15:44:54,2025-12-27 16:56:54,выполнен,
2315,823,5,2026-04-11 22:26:56,доставлен,544.6,ApplePay,"[{""dish_id"": 83, ""quantity"": 2, ""price_at_order"": 144.9}, {""dish_id"": 82, ""quantity"": 1, ""price_at_order"": 115.0}, {""dish_id"": 94, ""quantity"": 3, ""price_at_order"": 46.6}]",Кузнецов Викторин,2026-04-11 22:34:56,2026-04-11 23:12:56,выполнен,
2316,131,13,2026-01-02 08:17:02,доставлен,76.5,Карта,"[{""dish_id"": 247, ""quantity"": 3, ""price_at_order"": 25.5}]",Исаев Анжелика,2026-01-02 08:24:02,2026-01-02 09:41:02,выполнен,
2317,804,5,2026-05-25 10:51:22,принят,487.3,Карта,"[{""dish_id"": 97, ""quantity"": 3, ""price_at_order"": 65.8}, {""dish_id"": 95, ""quantity"": 1, ""price_at_order"": 51.2}, {""dish_id"": 78, ""quantity"": 3, ""price_at_order"": 69.1}, {""dish_id"": 84, ""quantity"": 2, ""price_at_order"": 15.7}]",Ларионов Самсон,2026-05-25 10:59:22,,назначен,
2318,361,8,2026-02-26 15:00:41,готовится,293.4,СБП,"[{""dish_id"": 153, ""quantity"": 3, ""price_at_order"": 97.8}]",Данилова Кирилл,2026-02-26 15:03:41,,назначен,
2319,586,5,2026-05-10 02:36:30,готовится,296.2,GooglePay,"[{""dish_id"": 87, ""quantity"": 3, ""price_at_order"": 30.4}, {""dish_id"": 86, ""quantity"": 2, ""price_at_order"": 102.5}]",Медведев Евгения,2026-05-10 02:43:30,,в пути,"п. Юрьевец (Иван.), ш. Гастелло, д. 4 стр. 83, 083973"
2320,192,18,2026-01-01 16:51:54,принят,103.2,Карта,"[{""dish_id"": 355, ""quantity"": 3, ""price_at_order"": 34.4}]",Стрелков Лучезар,2026-01-01 17:01:54,,в пути,
2321,130,2,2026-06-02 03:05:52,принят,732.3,GooglePay,"[{""dish_id"": 43, ""quantity"": 3, ""price_at_order"": 111.8}, {""dish_id"": 20, ""quantity"": 1, ""price_at_order"": 107.9}, {""dish_id"": 29, ""quantity"": 1, ""price_at_order"": 124.0}, {""dish_id"": 27, ""quantity"": 2, ""price_at_order"": 26.8}, {""dish_id"": 23, ""quantity"": 2, ""price_at_order"": 55.7}]",Миронов Лучезар,2026-06-02 03:09:52,,в пути,
2322,55,18,2026-01-07 23:08:49,доставлен,329.3,GooglePay,"[{""dish_id"": 359, ""quantity"": 2, ""price_at_order"": 91.3}, {""dish_id"": 345, ""quantity"": 1, ""price_at_order"": 146.7}]",Блинова Майя,2026-01-07 23:18:49,2026-01-07 23:54:49,выполнен,
2323,503,1,2026-01-21 16:41:13,готовится,261.4,GooglePay,"[{""dish_id"": 7, ""quantity"": 2, ""price_at_order"": 58.2}, {""dish_id"": 2, ""quantity"": 1, ""price_at_order"": 145.0}]",Анисимов Клавдий,2026-01-21 16:48:13,,выполнен,
2324,213,19,2026-01-24 11:37:14,принят,500.6,ApplePay,"[{""dish_id"": 374, ""quantity"": 1, ""price_at_order"": 123.6}, {""dish_id"": 368, ""quantity"": 1, ""price_at_order"": 102.8}, {""dish_id"": 379, ""quantity"": 2, ""price_at_order"": 31.7}, {""dish_id"": 376, ""quantity"": 1, ""price_at_order"": 78.8}, {""dish_id"": 373, ""quantity"": 3, ""price_at_order"": 44.0}]",Овчинников Ия,2026-01-24 11:39:14,,выполнен,
2325,850,7,2026-01-07 00:16:21,доставлен,934.4,GooglePay,"[{""dish_id"": 141, ""quantity"": 1, ""price_at_order"": 105.0}, {""dish_id"": 133, ""quantity"": 2, ""price_at_order"": 129.1}, {""dish_id"": 136, ""quantity"": 3, ""price_at_order"": 105.6}, {""dish_id"": 137, ""quantity"": 2, ""price_at_order"": 127.2}]",Григорьев Нонна,2026-01-07 00:21:21,2026-01-07 01:18:21,выполнен,
2326,410,10,2026-01-18 14:49:35,доставлен,320.9,ApplePay,"[{""dish_id"": 199, ""quantity"": 3, ""price_at_order"": 59.3}, {""dish_id"": 187, ""quantity"": 2, ""price_at_order"": 71.5}]",Сорокина Милен,2026-01-18 14:56:35,2026-01-18 15:23:35,выполнен,"к. Сальск, пер. Лесный, д. 4/4, 006455"
2327,652,18,2026-04-28 19:09:53,доставлен,533.0,Наличные,"[{""dish_id"": 354, ""quantity"": 2, ""price_at_order"": 107.8}, {""dish_id"": 347, ""quantity"": 3, ""price_at_order"": 105.8}]",Виноградова Аникей,2026-04-28 19:13:53,2026-04-28 19:59:53,выполнен,
2328,55,1,2026-06-01 08:34:17,доставлен,653.3,Наличные,"[{""dish_id"": 3, ""quantity"": 1, ""price_at_order"": 109.6}, {""dish_id"": 8, ""quantity"": 1, ""price_at_order"": 149.2}, {""dish_id"": 18, ""quantity"": 3, ""price_at_order"": 38.4}, {""dish_id"": 16, ""quantity"": 3, ""price_at_order"": 93.1}]",Костин Юлия,2026-06-01 08:42:17,2026-06-01 08:54:17,выполнен,
2329,6,11,2026-03-20 14:12:32,готовится,275.3,GooglePay,"[{""dish_id"": 221, ""quantity"": 1, ""price_at_order"": 62.4}, {""dish_id"": 211, ""quantity"": 3, ""price_at_order"": 65.8}, {""dish_id"": 219, ""quantity"": 1, ""price_at_order"": 15.5}]",Александров Юлий,2026-03-20 14:18:32,,в пути,"с. Урай, пер. Воровского, д. 65, 293706"
2330,715,11,2026-05-29 03:11:39,доставлен,25.5,ApplePay,"[{""dish_id"": 207, ""quantity"": 1, ""price_at_order"": 25.5}]",Лобанова Глеб,2026-05-29 03:20:39,2026-05-29 03:57:39,выполнен,
2331,786,12,2026-04-11 05:53:39,принят,330.7,GooglePay,"[{""dish_id"": 237, ""quantity"": 2, ""price_at_order"": 98.6}, {""dish_id"": 230, ""quantity"": 1, ""price_at_order"": 23.1}, {""dish_id"": 242, ""quantity"": 2, ""price_at_order"": 38.7}, {""dish_id"": 241, ""quantity"": 1, ""price_at_order"": 33.0}]",Антонова Мирослав,2026-04-11 06:03:39,,выполнен,"с. Ангарск, ул. Нахимова, д. 9 стр. 72, 316750"
2332,602,5,2025-12-22 05:43:06,принят,386.6,СБП,"[{""dish_id"": 93, ""quantity"": 1, ""price_at_order"": 129.6}, {""dish_id"": 77, ""quantity"": 2, ""price_at_order"": 128.5}]",Романов Моисей,2025-12-22 05:51:06,,назначен,
2333,513,18,2026-01-17 08:18:05,доставлен,54.4,СБП,"[{""dish_id"": 360, ""quantity"": 2, ""price_at_order"": 27.2}]",Владимирова Всемил,2026-01-17 08:24:05,2026-01-17 08:52:05,выполнен,
2334,628,14,2026-04-12 09:16:10,доставлен,613.5,Карта,"[{""dish_id"": 271, ""quantity"": 3, ""price_at_order"": 122.7}, {""dish_id"": 271, ""quantity"": 2, ""price_at_order"": 122.7}]",Лихачева Радим,2026-04-12 09:18:10,2026-04-12 10:28:10,выполнен,
2335,912,20,2026-05-04 00:13:07,доставлен,465.9,СБП,"[{""dish_id"": 398, ""quantity"": 2, ""price_at_order"": 36.6}, {""dish_id"": 400, ""quantity"": 2, ""price_at_order"": 78.5}, {""dish_id"": 384, ""quantity"": 2, ""price_at_order"": 60.1}, {""dish_id"": 395, ""quantity"": 3, ""price_at_order"": 38.5}]",Васильев Фёкла,2026-05-04 00:15:07,2026-05-04 00:55:07,выполнен,
2336,583,15,2026-01-20 15:48:42,доставлен,1033.4,Наличные,"[{""dish_id"": 299, ""quantity"": 3, ""price_at_order"": 145.3}, {""dish_id"": 297, ""quantity"": 3, ""price_at_order"": 116.7}, {""dish_id"": 284, ""quantity"": 2, ""price_at_order"": 123.7}]",Шубина Ладимир,2026-01-20 15:55:42,2026-01-20 16:22:42,выполнен,
2337,323,8,2026-05-07 20:05:08,принят,667.2,Наличные,"[{""dish_id"": 152, ""quantity"": 3, ""price_at_order"": 20.9}, {""dish_id"": 154, ""quantity"": 3, ""price_at_order"": 110.7}, {""dish_id"": 155, ""quantity"": 2, ""price_at_order"": 136.2}]",Пономарев Конон,2026-05-07 20:14:08,,назначен,
2338,572,5,2026-06-09 21:25:57,отменён,249.0,Карта,"[{""dish_id"": 96, ""quantity"": 3, ""price_at_order"": 83.0}]",,,,,
2339,459,1,2026-03-12 11:45:26,готовится,705.7,СБП,"[{""dish_id"": 1, ""quantity"": 2, ""price_at_order"": 69.6}, {""dish_id"": 2, ""quantity"": 3, ""price_at_order"": 145.0}, {""dish_id"": 16, ""quantity"": 1, ""price_at_order"": 93.1}, {""dish_id"": 18, ""quantity"": 1, ""price_at_order"": 38.4}]",Уварова Мартын,2026-03-12 11:50:26,,выполнен,
2340,72,6,2026-05-05 22:08:41,доставлен,303.3,ApplePay,"[{""dish_id"": 117, ""quantity"": 3, ""price_at_order"": 101.1}]",Мишин Ия,2026-05-05 22:18:41,2026-05-05 23:24:41,выполнен,
2341,169,15,2026-03-25 16:45:25,готовится,822.8,ApplePay,"[{""dish_id"": 285, ""quantity"": 1, ""price_at_order"": 50.8}, {""dish_id"": 287, ""quantity"": 3, ""price_at_order"": 109.4}, {""dish_id"": 286, ""quantity"": 1, ""price_at_order"": 64.3}, {""dish_id"": 294, ""quantity"": 1, ""price_at_order"": 132.1}, {""dish_id"": 284, ""quantity"": 2, ""price_at_order"": 123.7}]",Волкова Ирина,2026-03-25 16:54:25,,в пути,"клх Сузун, алл. Щетинкина, д. 1/9, 538289"
2342,101,20,2026-03-26 20:25:24,доставлен,83.2,ApplePay,"[{""dish_id"": 401, ""quantity"": 1, ""price_at_order"": 83.2}]",Овчинникова Афиноген,2026-03-26 20:27:24,2026-03-26 20:59:24,выполнен,
2343,446,7,2026-05-13 21:06:01,доставлен,653.4,Наличные,"[{""dish_id"": 136, ""quantity"": 3, ""price_at_order"": 105.6}, {""dish_id"": 138, ""quantity"": 3, ""price_at_order"": 112.2}]",Казаков Ксения,2026-05-13 21:08:01,2026-05-13 22:35:01,выполнен,"клх Щельяюр, ш. Тургенева, д. 6/4 к. 7/5, 512562"
2344,172,17,2026-06-10 07:18:35,доставлен,389.0,Наличные,"[{""dish_id"": 333, ""quantity"": 2, ""price_at_order"": 128.5}, {""dish_id"": 339, ""quantity"": 1, ""price_at_order"": 81.3}, {""dish_id"": 337, ""quantity"": 1, ""price_at_order"": 50.7}]",Ширяев Герасим,2026-06-10 07:21:35,2026-06-10 07:59:35,выполнен,
2345,336,4,2025-12-12 05:45:02,принят,170.4,Карта,"[{""dish_id"": 67, ""quantity"": 3, ""price_at_order"": 56.8}]",Киселева Варвара,2025-12-12 05:52:02,,в пути,
2346,80,5,2026-01-18 19:28:11,принят,176.0,ApplePay,"[{""dish_id"": 101, ""quantity"": 2, ""price_at_order"": 61.6}, {""dish_id"": 84, ""quantity"": 1, ""price_at_order"": 15.7}, {""dish_id"": 98, ""quantity"": 1, ""price_at_order"": 37.1}]",Капустина Климент,2026-01-18 19:37:11,,выполнен,
2347,45,8,2026-05-08 17:40:36,готовится,261.0,Наличные,"[{""dish_id"": 149, ""quantity"": 3, ""price_at_order"": 87.0}]",Авдеев Исай,2026-05-08 17:46:36,,в пути,
2348,906,1,2026-04-20 06:55:46,доставлен,676.0,ApplePay,"[{""dish_id"": 14, ""quantity"": 3, ""price_at_order"": 37.4}, {""dish_id"": 16, ""quantity"": 1, ""price_at_order"": 93.1}, {""dish_id"": 10, ""quantity"": 1, ""price_at_order"": 65.5}, {""dish_id"": 18, ""quantity"": 3, ""price_at_order"": 38.4}, {""dish_id"": 2, ""quantity"": 2, ""price_at_order"": 145.0}]",Беляков Влас,2026-04-20 07:01:46,2026-04-20 07:33:46,выполнен,"п. Томск, пр. Линейный, д. 1/7, 994510"
2349,436,17,2026-02-22 12:50:30,доставлен,1025.4,СБП,"[{""dish_id"": 340, ""quantity"": 2, ""price_at_order"": 25.7}, {""dish_id"": 331, ""quantity"": 1, ""price_at_order"": 83.3}, {""dish_id"": 342, ""quantity"": 3, ""price_at_order"": 106.8}, {""dish_id"": 331, ""quantity"": 3, ""price_at_order"": 83.3}, {""dish_id"": 342, ""quantity"": 3, ""price_at_order"": 106.8}]",Ширяева Стоян,2026-02-22 12:54:30,2026-02-22 13:59:30,выполнен,
2350,479,6,2026-01-17 16:17:32,принят,263.3,Наличные,"[{""dish_id"": 117, ""quantity"": 1, ""price_at_order"": 101.1}, {""dish_id"": 103, ""quantity"": 1, ""price_at_order"": 29.2}, {""dish_id"": 106, ""quantity"": 1, ""price_at_order"": 68.4}, {""dish_id"": 124, ""quantity"": 2, ""price_at_order"": 32.3}]",Семенова Маргарита,2026-01-17 16:26:32,,в пути,
2351,367,16,2026-01-08 09:54:31,доставлен,412.9,СБП,"[{""dish_id"": 323, ""quantity"": 1, ""price_at_order"": 46.6}, {""dish_id"": 305, ""quantity"": 2, ""price_at_order"": 125.4}, {""dish_id"": 308, ""quantity"": 3, ""price_at_order"": 38.5}]",Сидорова Вячеслав,2026-01-08 09:59:31,2026-01-08 11:07:31,выполнен,"п. Череповец, бул. Репина, д. 842 стр. 8, 036305"
2352,322,19,2026-02-21 00:48:46,доставлен,722.5,GooglePay,"[{""dish_id"": 381, ""quantity"": 1, ""price_at_order"": 70.9}, {""dish_id"": 371, ""quantity"": 1, ""price_at_order"": 86.8}, {""dish_id"": 377, ""quantity"": 1, ""price_at_order"": 131.2}, {""dish_id"": 377, ""quantity"": 2, ""price_at_order"": 131.2}, {""dish_id"": 382, ""quantity"": 2, ""price_at_order"": 85.6}]",Полякова Мариан,2026-02-21 00:51:46,2026-02-21 01:56:46,выполнен,
2353,400,11,2026-04-15 09:10:55,доставлен,133.1,Наличные,"[{""dish_id"": 209, ""quantity"": 1, ""price_at_order"": 133.1}]",Тетерина Антонина,2026-04-15 09:19:55,2026-04-15 09:51:55,выполнен,"к. Ялуторовск, бул. Пархоменко, д. 2, 352888"
2354,84,18,2026-04-08 05:15:56,доставлен,139.5,Карта,"[{""dish_id"": 348, ""quantity"": 1, ""price_at_order"": 139.5}]",Пономарева Евдокия,2026-04-08 05:20:56,2026-04-08 06:28:56,выполнен,
2355,299,14,2026-05-13 00:08:28,принят,1052.9,ApplePay,"[{""dish_id"": 274, ""quantity"": 2, ""price_at_order"": 142.6}, {""dish_id"": 269, ""quantity"": 1, ""price_at_order"": 117.8}, {""dish_id"": 283, ""quantity"": 2, ""price_at_order"": 88.4}, {""dish_id"": 279, ""quantity"": 3, ""price_at_order"": 33.5}, {""dish_id"": 276, ""quantity"": 3, ""price_at_order"": 124.2}]",Агафонова Август,2026-05-13 00:15:28,,в пути,
2356,827,16,2026-04-20 10:26:31,принят,90.9,СБП,"[{""dish_id"": 322, ""quantity"": 1, ""price_at_order"": 90.9}]",Пестова Трофим,2026-04-20 10:31:31,,назначен,
2357,333,3,2026-05-31 15:28:12,доставлен,79.2,Карта,"[{""dish_id"": 60, ""quantity"": 1, ""price_at_order"": 79.2}]",Зайцева Светлана,2026-05-31 15:33:12,2026-05-31 16:47:12,выполнен,"д. Боровск, ул. Бажова, д. 349, 603680"
2358,478,15,2026-03-18 11:16:05,готовится,291.5,СБП,"[{""dish_id"": 293, ""quantity"": 1, ""price_at_order"": 113.9}, {""dish_id"": 285, ""quantity"": 1, ""price_at_order"": 50.8}, {""dish_id"": 296, ""quantity"": 1, ""price_at_order"": 16.6}, {""dish_id"": 289, ""quantity"": 1, ""price_at_order"": 110.2}]",Маркова Мариан,2026-03-18 11:24:05,,выполнен,"ст. Курчатов, ш. Советов, д. 41, 677638"
2359,527,5,2026-05-10 15:00:45,принят,678.7,ApplePay,"[{""dish_id"": 89, ""quantity"": 1, ""price_at_order"": 128.1}, {""dish_id"": 97, ""quantity"": 3, ""price_at_order"": 65.8}, {""dish_id"": 82, ""quantity"": 2, ""price_at_order"": 115.0}, {""dish_id"": 101, ""quantity"": 2, ""price_at_order"": 61.6}]",Гущина Захар,2026-05-10 15:03:45,,назначен,
2360,890,5,2026-05-09 13:05:35,доставлен,979.3,СБП,"[{""dish_id"": 93, ""quantity"": 3, ""price_at_order"": 129.6}, {""dish_id"": 86, ""quantity"": 2, ""price_at_order"": 102.5}, {""dish_id"": 77, ""quantity"": 3, ""price_at_order"": 128.5}]",Бурова Афанасий,2026-05-09 13:08:35,2026-05-09 13:39:35,выполнен,
2361,275,11,2026-04-27 18:20:03,доставлен,274.0,Карта,"[{""dish_id"": 212, ""quantity"": 2, ""price_at_order"": 137.0}]",Лазарева Афиноген,2026-04-27 18:29:03,2026-04-27 19:19:03,выполнен,
2362,453,3,2026-04-21 17:08:37,готовится,272.2,Карта,"[{""dish_id"": 59, ""quantity"": 1, ""price_at_order"": 133.6}, {""dish_id"": 56, ""quantity"": 2, ""price_at_order"": 69.3}]",Беспалова Силантий,2026-04-21 17:12:37,,назначен,
2363,293,14,2025-12-20 13:11:55,готовится,327.6,Карта,"[{""dish_id"": 277, ""quantity"": 1, ""price_at_order"": 114.9}, {""dish_id"": 277, ""quantity"": 1, ""price_at_order"": 114.9}, {""dish_id"": 282, ""quantity"": 2, ""price_at_order"": 24.4}, {""dish_id"": 281, ""quantity"": 1, ""price_at_order"": 49.0}]",Исаева Лазарь,2025-12-20 13:17:55,,назначен,"клх Комсомольск-на-Амуре, ш. Шаумяна, д. 6/7, 218180"
2364,979,20,2025-12-22 15:55:36,доставлен,637.1,Наличные,"[{""dish_id"": 386, ""quantity"": 2, ""price_at_order"": 43.1}, {""dish_id"": 397, ""quantity"": 2, ""price_at_order"": 89.1}, {""dish_id"": 386, ""quantity"": 3, ""price_at_order"": 43.1}, {""dish_id"": 401, ""quantity"": 2, ""price_at_order"": 83.2}, {""dish_id"": 395, ""quantity"": 2, ""price_at_order"": 38.5}]",Юдина Степан,2025-12-22 16:03:36,2025-12-22 16:17:36,выполнен,
2365,988,16,2026-05-23 14:44:33,принят,1064.4,GooglePay,"[{""dish_id"": 314, ""quantity"": 3, ""price_at_order"": 145.7}, {""dish_id"": 316, ""quantity"": 3, ""price_at_order"": 129.9}, {""dish_id"": 317, ""quantity"": 2, ""price_at_order"": 27.9}, {""dish_id"": 322, ""quantity"": 2, ""price_at_order"": 90.9}]",Михеева Савва,2026-05-23 14:48:33,,в пути,
2366,538,10,2026-02-02 03:13:13,принят,1251.4,СБП,"[{""dish_id"": 192, ""quantity"": 2, ""price_at_order"": 97.8}, {""dish_id"": 199, ""quantity"": 3, ""price_at_order"": 59.3}, {""dish_id"": 194, ""quantity"": 3, ""price_at_order"": 123.7}, {""dish_id"": 194, ""quantity"": 1, ""price_at_order"": 123.7}, {""dish_id"": 195, ""quantity"": 3, ""price_at_order"": 127.7}]",Стрелков Гурий,2026-02-02 03:20:13,,выполнен,
2367,667,14,2026-04-05 02:23:40,принят,409.6,ApplePay,"[{""dish_id"": 275, ""quantity"": 1, ""price_at_order"": 31.4}, {""dish_id"": 269, ""quantity"": 2, ""price_at_order"": 117.8}, {""dish_id"": 274, ""quantity"": 1, ""price_at_order"": 142.6}]",Королев Любовь,2026-04-05 02:26:40,,выполнен,
2368,478,7,2026-04-23 09:00:56,доставлен,1129.2,ApplePay,"[{""dish_id"": 140, ""quantity"": 3, ""price_at_order"": 121.7}, {""dish_id"": 128, ""quantity"": 1, ""price_at_order"": 99.8}, {""dish_id"": 129, ""quantity"": 1, ""price_at_order"": 93.6}, {""dish_id"": 128, ""quantity"": 2, ""price_at_order"": 99.8}, {""dish_id"": 135, ""quantity"": 3, ""price_at_order"": 123.7}]",Константинова Зосима,2026-04-23 09:06:56,2026-04-23 10:28:56,выполнен,
2369,152,19,2025-12-30 06:06:01,доставлен,898.5,Карта,"[{""dish_id"": 369, ""quantity"": 3, ""price_at_order"": 149.7}, {""dish_id"": 370, ""quantity"": 2, ""price_at_order"": 51.9}, {""dish_id"": 372, ""quantity"": 3, ""price_at_order"": 44.3}, {""dish_id"": 381, ""quantity"": 3, ""price_at_order"": 70.9}]",Николаев Гордей,2025-12-30 06:11:01,2025-12-30 07:14:01,выполнен,
2370,483,19,2026-02-22 22:40:57,принят,1080.8,СБП,"[{""dish_id"": 382, ""quantity"": 3, ""price_at_order"": 85.6}, {""dish_id"": 377, ""quantity"": 2, ""price_at_order"": 131.2}, {""dish_id"": 369, ""quantity"": 2, ""price_at_order"": 149.7}, {""dish_id"": 372, ""quantity"": 2, ""price_at_order"": 44.3}, {""dish_id"": 371, ""quantity"": 2, ""price_at_order"": 86.8}]",Кулаков Ян,2026-02-22 22:45:57,,в пути,
2371,174,6,2026-04-23 05:30:50,принят,151.8,СБП,"[{""dish_id"": 118, ""quantity"": 3, ""price_at_order"": 50.6}]",Бобылев Леонид,2026-04-23 05:32:50,,в пути,
2372,454,12,2026-02-23 04:17:04,готовится,347.5,СБП,"[{""dish_id"": 229, ""quantity"": 1, ""price_at_order"": 116.1}, {""dish_id"": 236, ""quantity"": 2, ""price_at_order"": 115.7}]",Попов Ерофей,2026-02-23 04:19:04,,в пути,
